IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>38>33>;14>38>36>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>14>;2>14>2>;2>14>41>;2>2>;2>2>31>;2>3>;2>31>;2>31>30>;2>38>;2>41>;2>41>41>;2>46>;2>46>1>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>36>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
18184-7098;insucesso;1;0;1;1;1;15;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;7;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;6;1;1;0;0;0;0;0;0;0;0;4;1;0;3;0;0;0;
18187-4605;SUCESSO;3;0;3;3;0;101;2;8;1;3;0;0;0;0;19;0;7;0;2;1;1;3;0;0;0;4;0;3;13;2;0;2;1;19;17;4;0;3;3;1;3;3;0;1;21;2;2;3;0;0;5;0;0;5;0;0;1;0;0;0;0;0;0;0;26;2;0;0;1;1;0;9;1;5;0;4;3;2;1;1;0;2;1;2;0;42;1;2;15;0;4;2;2;2;2;0;0;0;0;6;2;6;1;0;0;0;2;1;0;1;12;0;1;1;4;0;0;0;0;0;0;0;17;1;2;8;1;0;0;34;0;5;2;1;3;11;0;1;4;1;0;4;0;0;3;25;0;0;0;0;28;13;23;11;5;3;15;5;3;5;2;2;3;
18201-4605;insucesso;1;0;1;1;0;28;3;3;2;0;0;0;10;2;2;2;0;0;0;0;0;0;6;6;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;8;1;1;4;1;0;0;0;2;0;0;0;0;0;0;0;0;13;7;4;9;1;0;0;0;0;0;4;0;1;0;1;1;1;0;0;0;0;0;0;3;14;6;0;8;1;3;1;1;1;0;0;0;0;2;0;0;0;1;11;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;4;1;0;1;0;1;0;1;0;1;1;2;0;0;6;1;1;2;8
18208-6389;insucesso;0;0;0;0;0;20;1;7;0;1;1;0;0;0;6;0;3;0;3;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;6;6;3;0;12;0;0;2;0;0;3;0;0;3;2;0;0;0;0;0;0;0;0;0;9;3;0;0;4;0;0;5;0;3;0;2;1;1;0;0;0;1;1;0;0;10;1;0;6;0;5;3;1;0;0;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18208-7098;insucesso;0;0;0;0;0;22;1;3;0;0;0;0;0;0;7;1;3;0;2;0;0;0;1;0;0;6;0;0;1;0;0;0;0;0;0;0;0;2;2;1;2;2;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;8;2;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;2;0;0;0;11;2;0;4;0;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;5;0;0;0;3;0;0;0;0;0;0;1;8;1;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18217-4605;SUCESSO;3;0;1;0;0;44;1;1;0;0;0;0;9;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;5;2;0;1;0;0;0;4;0;1;1;0;5;5;0;0;21;2;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;11;0;2;26;1;0;1;0;0;0;4;0;3;0;3;3;0;0;0;0;0;0;0;0;13;2;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;1;26;0;2;1;3;0;1;0;0;0;0;0;11;0;2;2;2;0;0;26;1;3;0;0;0;5;0;0;0;0;0;2;1;0;0;4;0;0;0;1;3;2;2;2;6;6;9;2;1;9;3;3;2;
18267-4130;SUCESSO;1;1;0;0;0;92;4;11;1;1;2;0;0;0;21;3;13;1;0;0;0;3;0;0;0;3;0;1;17;0;0;3;0;14;8;1;0;3;2;2;9;8;2;4;22;0;0;3;0;1;2;0;0;2;1;0;3;0;1;1;0;1;0;0;35;11;2;1;0;0;1;8;3;4;2;0;0;0;0;0;0;13;12;0;1;38;5;1;25;6;2;1;0;0;0;12;11;0;0;4;3;1;0;0;0;0;3;2;1;1;3;1;0;0;0;0;0;0;0;0;0;0;10;0;2;2;1;0;0;34;1;2;1;1;2;4;0;0;0;0;0;2;1;1;0;14;4;0;0;2;21;12;10;5;5;3;0;0;0;3;3;3;0;
18297-6388;insucesso;1;0;1;1;0;13;0;3;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;5;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;9;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18399-6388;SUCESSO;2;2;0;0;0;31;7;11;2;3;1;0;0;0;2;0;1;0;1;0;0;0;0;0;0;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;18;0;0;3;0;1;4;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;6;1;2;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18523-7274;SUCESSO;0;0;0;0;0;68;4;7;0;0;2;0;0;0;17;0;13;0;6;3;2;3;0;0;0;5;0;0;20;1;2;4;2;0;0;3;0;1;1;0;5;5;1;1;22;0;0;1;0;0;1;0;0;4;2;0;0;0;0;0;1;0;0;0;55;4;2;1;0;0;1;20;1;10;0;6;3;2;1;3;1;5;3;3;16;58;1;2;38;2;14;7;3;1;0;2;2;0;6;7;5;4;2;1;1;0;2;1;1;0;35;0;1;0;14;0;9;6;2;2;2;2;18;0;2;2;3;1;1;67;0;3;8;4;1;26;0;4;12;6;0;1;0;0;0;20;0;1;8;3;0;0;0;0;0;0;7;1;0;13;0;0;0;
18571-4604;insucesso;0;0;0;0;0;3;0;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18672-6398;SUCESSO;2;1;1;1;0;37;2;6;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;3;0;0;12;0;0;3;2;0;0;0;0;1;1;1;0;0;0;0;25;1;1;6;0;4;0;0;0;0;0;0;1;0;1;1;1;2;0;2;8;1;1;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;0;1;1;11;2;1;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;3;1;2;31;1;3;2;10;0;5;1;0;0;0;2;15;2;4;3;0;1;1;25;0;0;0;0;0;10;0;0;4;2;0;2;1;1;1;57;3;1;0;3;1;0;0;0;1;1;0;0;0;2;1;1;0;
18875-7118;SUCESSO;0;0;0;0;0;64;2;10;1;4;3;0;0;0;27;1;15;1;12;9;4;2;0;0;0;3;0;1;11;0;0;3;2;0;0;0;0;2;0;0;12;12;7;4;17;0;0;1;0;1;6;0;0;7;5;0;2;0;0;0;0;0;0;0;31;15;7;1;7;7;2;21;7;17;6;10;8;6;4;1;1;1;1;2;2;41;1;3;26;1;19;16;10;8;6;0;0;0;0;5;5;4;0;1;0;0;2;1;0;1;5;0;1;1;4;0;4;3;3;2;2;0;9;1;2;1;3;0;0;34;0;1;6;2;0;11;0;3;6;1;0;0;0;0;0;3;1;0;1;0;1;0;1;0;0;0;0;0;0;2;0;0;0;
18900-7118;insucesso;0;0;0;0;0;22;0;3;0;0;1;1;0;0;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;3;0;3;3;0;0;15;0;0;0;0;0;3;3;0;5;1;0;3;2;0;0;0;0;0;0;16;0;0;0;0;0;0;7;0;4;0;4;4;3;0;0;0;0;0;1;2;18;0;5;4;0;2;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;29;0;4;2;0;1;10;0;1;6;4;3;0;0;0;0;10;1;0;0;3;0;0;0;0;0;0;2;0;0;5;0;0;1;
18926-4605;insucesso;3;2;1;0;0;17;0;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;14;1;1;2;1;0;3;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;2;0;7;0;2;0;6;2;4;3;2;2;0;2;7;1;2;1;0;0;0;12;0;1;0;0;0;6;0;0;4;2;1;3;2;2;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
19254-6389;SUCESSO;1;0;1;1;0;59;2;6;1;1;0;0;1;1;18;2;13;1;3;3;2;0;0;0;0;6;0;0;7;0;0;3;0;3;2;4;0;3;3;1;4;4;0;2;14;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;25;2;0;0;1;1;1;10;0;6;0;4;1;1;1;0;1;2;1;2;3;26;3;0;20;1;8;6;4;1;1;2;1;0;1;0;0;1;1;3;2;2;3;2;0;1;13;1;2;1;8;0;4;2;2;2;2;1;10;3;3;1;2;0;0;25;0;2;1;0;2;6;0;0;3;0;0;1;0;0;1;11;3;1;0;2;4;4;3;3;4;3;6;3;2;7;1;1;3;
19260-6389;SUCESSO;0;0;0;0;0;61;4;11;1;2;1;0;0;0;15;0;8;0;2;2;2;2;0;0;0;8;0;1;7;0;0;2;0;0;0;2;0;1;1;1;4;4;1;0;15;0;0;5;0;1;2;0;0;4;4;0;3;0;0;0;0;2;0;2;21;6;5;0;1;1;1;6;3;2;2;2;2;2;0;0;0;3;2;0;1;22;0;5;17;3;6;2;2;2;2;2;1;0;1;3;0;1;0;0;0;0;2;1;0;1;8;0;1;1;7;0;2;1;0;0;0;0;13;1;2;2;2;0;0;14;0;1;3;0;1;5;0;1;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;3;0;0;0;5;3;3;0;
19683-4605;insucesso;1;0;1;1;0;31;4;5;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;2;0;0;0;0;1;1;1;0;13;1;1;1;1;0;4;1;0;1;1;2;1;0;0;0;0;1;0;1;5;2;0;1;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;1;4;0;0;3;0;2;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;2;0;0;0;2;0;2;2;1;1;0;1;3;0;1;0;1;0;0;6;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;2;0;0;1;0;1;1;1;0;1;1;0;0;0;3;0;0;0;
19850-6398;insucesso;1;1;0;0;0;22;1;3;1;1;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;10;0;0;1;0;0;3;0;1;1;0;3;1;1;0;0;0;4;0;1;6;0;0;0;0;0;0;3;0;2;0;1;0;0;0;0;0;0;0;0;1;7;1;1;4;0;2;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;1;1;1;0;4;0;4;1;1;0;0;0;2;0;0;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;
19904-4605;insucesso;2;1;1;1;0;28;3;2;1;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;5;1;0;4;0;0;1;1;0;0;0;0;1;1;1;3;2;0;0;15;2;1;3;1;0;3;0;0;0;0;2;3;0;1;1;0;1;0;1;22;1;0;0;0;0;0;10;0;3;0;1;1;1;0;1;0;2;2;1;1;13;0;0;9;0;5;3;1;1;0;1;1;1;1;2;1;4;0;0;0;0;1;1;0;1;7;0;1;0;3;1;2;1;1;1;0;0;10;1;1;1;4;1;0;30;0;5;1;0;0;6;2;0;3;2;1;3;1;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
20306-7274;insucesso;1;0;1;1;0;13;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;7;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;6;1;0;1;0;0;3;0;1;1;1;1;1;0;0;1;7;0;0;2;6;0;0;0;0;0;0;1;0;0;2;0;0;1;
21340-6398;SUCESSO;1;0;1;1;0;75;15;11;3;1;0;0;3;0;16;4;9;3;0;0;0;0;0;0;0;3;0;0;17;0;1;5;1;4;3;3;0;2;2;1;2;2;2;0;15;1;1;7;0;2;2;0;0;0;0;0;0;0;0;0;0;6;0;0;16;9;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;1;1;27;9;0;13;5;0;0;0;0;0;3;2;0;1;0;0;3;0;1;0;0;3;2;0;1;4;1;2;1;2;0;2;2;2;1;1;1;7;3;3;2;0;1;0;33;2;1;1;1;1;13;0;0;2;1;0;2;0;0;1;6;4;0;0;0;5;5;4;4;0;0;27;0;0;5;0;0;3;
21367-4605;insucesso;1;0;1;1;0;32;1;8;2;0;0;2;5;5;3;2;1;0;0;0;0;0;0;0;0;2;0;0;8;0;0;4;2;0;0;2;1;1;1;1;0;0;0;0;15;1;1;7;1;2;0;0;1;1;1;0;2;0;0;0;3;6;0;6;8;2;0;1;0;0;0;5;1;3;0;1;0;0;0;1;0;1;1;0;0;9;2;0;6;0;4;3;1;0;0;1;1;0;0;0;0;1;0;0;0;0;2;1;0;0;7;0;0;0;3;0;2;1;1;1;0;1;8;3;1;2;0;0;0;22;0;0;0;0;1;9;0;0;4;1;1;1;0;0;1;4;0;3;0;3;2;1;1;0;5;3;0;0;0;4;3;3;0;
21367-6398;SUCESSO;2;1;1;1;0;56;1;14;4;0;0;0;1;1;9;0;8;3;2;1;1;0;1;0;0;7;0;0;14;0;0;7;4;1;0;1;0;0;0;0;0;0;0;0;23;1;1;8;0;2;0;0;0;0;0;0;1;0;1;1;1;3;0;3;17;8;1;4;0;0;0;4;2;2;1;2;0;0;0;0;0;0;0;0;0;15;0;0;12;4;3;1;1;0;0;0;0;0;0;0;0;1;1;2;1;1;4;4;0;2;35;3;2;2;19;0;12;9;6;5;3;2;19;5;3;2;3;1;1;29;0;1;1;0;1;16;0;1;9;4;0;2;1;1;1;5;1;1;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;
21380-5714;SUCESSO;1;0;1;1;0;40;1;6;1;1;0;0;0;0;5;2;2;1;0;0;0;0;0;0;0;0;0;0;14;0;0;4;0;1;0;0;0;1;1;1;1;1;1;0;13;0;0;1;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;6;1;1;0;0;0;0;2;0;2;0;2;0;0;0;1;0;1;1;1;0;14;3;1;6;1;2;2;2;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;1;1;1;0;0;11;0;0;3;2;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;0;
21393-4605;SUCESSO;1;1;0;0;0;81;17;7;3;1;0;0;0;0;15;5;2;0;0;0;0;1;0;0;0;1;0;0;5;0;2;1;1;1;1;2;0;2;2;1;3;3;0;0;10;0;0;5;0;0;2;0;0;2;0;0;1;0;1;1;1;0;0;0;17;1;0;0;1;1;1;6;1;3;0;1;0;0;0;1;0;4;2;0;0;35;16;0;8;0;2;1;1;0;0;1;1;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;15;2;0;3;2;0;3;0;0;1;0;0;1;1;1;0;8;1;1;2;0;2;1;1;1;0;0;15;4;0;4;0;0;0;
21598-4604;SUCESSO;3;2;0;0;0;38;2;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;1;1;1;3;3;0;0;16;2;0;3;0;1;1;0;0;0;0;0;1;0;1;0;2;0;0;0;16;1;0;0;1;1;0;9;1;5;1;4;2;2;1;0;0;0;0;0;0;18;0;0;10;0;8;5;4;2;2;0;0;0;0;1;1;1;2;0;0;0;3;2;1;0;10;0;1;0;6;0;4;2;1;1;1;2;7;1;1;1;0;0;0;14;0;0;1;1;0;1;0;1;1;0;0;2;1;1;1;2;0;2;0;0;0;0;0;0;2;2;9;3;1;4;2;2;1;
21640-5714;insucesso;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
21888-7274;SUCESSO;2;0;2;2;0;37;1;10;1;0;1;0;1;0;8;0;7;1;2;2;1;0;0;0;0;3;0;2;6;0;1;3;1;0;0;1;0;1;1;1;6;6;4;0;16;0;0;2;0;1;0;0;0;3;2;0;3;0;0;0;0;2;0;1;25;6;0;0;2;2;1;5;0;4;0;2;1;1;1;0;1;1;0;1;0;28;2;0;19;2;5;4;2;1;1;0;0;0;0;2;1;3;0;0;0;0;2;2;1;1;40;2;2;1;10;0;2;0;0;0;0;1;10;1;1;3;1;0;0;29;0;2;3;2;2;11;0;1;4;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;4;4;0;0;0;5;4;4;0;
21911-4130;SUCESSO;0;0;0;0;0;41;1;6;0;0;1;0;0;0;9;0;2;0;1;0;0;2;0;0;0;2;0;0;11;1;1;4;0;1;1;1;0;1;1;1;0;0;0;0;13;0;0;1;0;0;2;0;0;1;0;0;3;0;0;0;0;0;0;0;7;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;13;0;3;3;1;1;0;0;0;0;0;0;0;1;2;0;2;0;0;0;0;1;1;1;0;6;0;0;0;1;0;1;0;0;0;0;1;4;0;1;0;0;0;0;28;0;3;1;0;0;6;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;1;1;1;0;0;3;0;0;2;0;0;1;
22034-4605;SUCESSO;4;3;2;2;0;38;0;12;0;4;0;0;0;0;8;0;5;0;1;0;0;0;0;0;0;4;0;0;3;1;0;2;1;0;0;1;0;1;1;1;1;1;0;0;21;2;1;1;0;0;9;0;0;1;0;0;3;0;2;2;0;0;0;0;9;1;0;0;0;0;1;2;0;1;0;1;1;1;0;1;0;1;0;0;0;16;1;1;8;1;2;1;1;1;1;0;0;0;0;1;0;3;0;0;0;0;3;3;0;3;34;2;3;3;24;0;18;15;11;10;9;0;11;0;2;5;1;1;0;15;0;1;1;1;0;4;0;0;1;0;0;4;2;2;2;1;0;0;0;0;0;0;0;0;1;1;13;5;2;4;1;1;1;
22189-4604;SUCESSO;2;1;2;1;0;51;1;8;1;0;1;0;0;0;9;0;8;0;4;2;0;0;0;0;0;2;0;0;10;0;0;1;0;1;1;2;0;1;1;1;3;3;0;0;18;2;2;1;0;0;1;0;0;3;0;0;3;0;1;0;0;0;0;0;30;7;3;0;0;0;2;14;2;5;1;2;1;0;0;0;0;2;1;0;1;26;0;1;16;4;8;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;6;1;1;0;1;0;0;31;0;1;2;1;0;4;0;0;0;0;0;2;1;1;2;2;0;0;0;0;3;1;2;0;5;4;0;0;0;6;5;4;0;
22212-4604;SUCESSO;2;1;2;2;0;45;6;1;0;1;0;0;20;8;12;0;1;0;0;0;0;2;0;0;0;2;0;0;5;0;0;4;1;0;0;0;0;1;1;1;0;0;0;0;25;2;2;1;0;0;8;0;0;6;2;0;4;0;1;1;0;23;0;10;7;0;0;0;0;0;1;4;0;2;0;1;0;0;0;1;2;1;1;2;1;26;1;4;7;0;3;1;1;0;0;0;0;0;1;2;1;5;3;0;0;0;4;2;1;0;17;0;1;0;9;0;7;5;4;2;2;2;15;1;4;0;3;7;6;27;2;5;4;1;1;16;0;1;8;6;0;2;1;1;2;4;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
22222-4130;SUCESSO;3;0;3;3;0;82;5;13;1;0;2;0;9;2;21;0;19;2;8;5;3;0;0;0;0;5;0;0;20;4;2;3;0;1;0;1;0;3;3;3;7;7;1;1;28;1;1;10;0;4;0;0;0;2;2;0;1;0;0;0;0;14;0;3;43;19;2;2;4;4;0;16;9;8;6;3;1;1;1;1;0;7;6;0;2;44;2;0;38;10;15;8;3;1;1;6;6;0;2;1;1;3;0;0;0;0;1;1;0;1;7;0;1;1;2;0;2;1;1;1;1;0;6;4;1;1;0;2;2;31;1;4;4;2;0;8;0;2;0;0;0;3;0;0;3;2;1;0;0;0;2;1;0;0;2;1;0;0;0;1;1;1;0;
22256-4605;insucesso;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;4;2;2;1;1;1;
22256-6388;insucesso;0;0;0;0;0;23;0;3;2;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;0;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;11;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
22293-7098;SUCESSO;0;0;0;0;0;18;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;1;1;1;5;5;1;0;4;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;29;1;0;0;2;2;0;5;0;4;0;3;3;2;0;1;0;3;1;1;3;18;0;0;15;0;2;2;2;2;1;1;1;0;0;2;2;0;0;1;1;1;1;1;1;0;3;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;25;1;0;2;1;0;8;0;1;4;3;0;0;0;0;0;4;0;0;2;1;0;0;0;0;0;0;11;3;1;4;0;0;1;
22316-4130;insucesso;0;0;0;0;0;33;2;0;0;0;0;0;1;1;3;0;2;0;2;1;0;0;2;2;1;1;0;0;6;0;0;3;2;0;0;3;1;1;1;0;0;0;0;0;7;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;5;2;3;10;0;0;0;0;0;0;6;0;3;0;1;0;0;0;0;1;0;0;2;0;12;1;0;4;0;4;2;1;0;0;0;0;0;0;1;0;2;2;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;21;2;2;2;0;1;10;2;1;5;3;1;0;0;0;0;2;0;0;2;0;1;0;1;0;5;3;1;1;0;6;3;3;0;5
