IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>
17491-4917;insucesso;1;1;0;0;0;32;1;0;0;1;0;0;1;0;3;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;1;0;0;0;0;0;0;3;0;1;0;3;1;0;0;18;0;1;0;0;7;1;0;2;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;4;1;0;0;2;1;0;1;1;0;0;0;2;1;1;1;1;0;2;0;0;0;2;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0
17491-5799;insucesso;2;1;1;1;0;22;5;0;3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;11;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;3;0;1;1;1;0;0;0;0;0;2;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;17;1;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18398-5384;SUCESSO;3;2;1;1;0;60;0;0;0;9;0;0;4;0;9;0;3;0;2;0;0;4;0;0;17;0;2;2;1;0;0;0;0;0;0;3;1;1;0;3;3;0;0;17;1;1;1;3;0;1;0;0;1;1;1;1;0;5;1;0;24;8;0;3;13;4;5;3;2;1;0;0;0;23;6;3;1;14;2;6;2;1;1;0;5;3;3;0;0;0;0;0;62;0;0;1;1;9;0;0;3;1;0;0;0;0;0;1;1;1;0;3;3;0;1;1;1;0;11;3;2;0;4;3;2;3;3;3;3;1;1;0;3;2;2;1;0;0;0;0;0;0;0;1;1;22;6;3;1;4;0;1;1;3;0;0
18432-5799;insucesso;1;1;1;1;0;20;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;2;2;1;0;0;0;0;0;2;0;0;0;0;5;1;1;1;1;0;0;3;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;29;0;0;0;0;4;0;0;1;0;0;0;0;0;0;3;2;0;0;12;9;0;2;1;1;0;16;1;0;1;3;0;0;2;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;9;6;2;2;3;0;0;0;3;3;2
18444-4114;insucesso;2;1;1;1;0;20;1;0;0;3;0;0;2;0;1;0;0;0;0;0;0;1;0;0;5;0;2;1;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;4;1;1;1;0;0;0;0;0;0;1;1;1;1;5;2;0;3;0;0;0;1;0;1;1;0;1;0;0;1;2;1;0;0;2;0;1;1;1;1;0;1;0;1;0;2;1;0;0;19;2;0;0;0;7;0;0;5;2;0;0;0;1;0;1;0;0;0;5;5;0;1;0;0;0;17;1;1;0;4;1;1;1;1;0;0;0;2;1;2;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18444-5384;insucesso;3;2;1;1;0;11;1;0;0;3;1;0;5;2;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;1;3;1;0;0;1;0;1;1;1;0;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;6;1;1;0;1;1;1;1;1;0;0;0;0;0;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18607-4917;SUCESSO;2;1;1;1;0;21;4;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;10;0;4;3;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;8;2;0;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;17;0;0;2;0;5;0;1;4;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20796-4435;SUCESSO;2;1;1;1;0;42;2;0;0;4;0;0;2;2;4;0;2;0;2;0;0;1;1;0;6;0;2;1;1;0;2;1;1;0;1;4;2;1;0;0;0;0;0;11;1;1;1;4;0;1;0;0;1;1;1;1;0;6;1;2;21;1;0;0;12;1;3;2;1;2;1;0;1;21;2;1;0;5;0;3;0;0;0;0;3;0;3;2;3;0;1;0;35;0;1;4;0;14;0;3;6;5;4;2;2;0;0;1;1;0;0;7;4;0;2;2;1;0;8;1;0;0;4;1;0;3;1;3;1;1;1;0;2;1;1;1;8;0;0;0;3;1;1;8;5;0;0;0;0;9;0;5;3;0;0;0
21169-6402;SUCESSO;1;0;1;1;0;26;2;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;2;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;7;1;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;7;2;0;1;3;1;0;0;0;0;0;0;0;2;0;1;0;0;0;43;0;0;2;1;13;0;2;3;2;1;1;1;2;0;3;3;2;0;7;6;0;3;0;0;0;18;2;1;0;5;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
21283-7297;insucesso;2;0;2;2;0;27;0;0;0;5;2;0;0;0;2;0;1;0;1;0;0;0;0;0;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;2;2;5;2;2;1;0;4;0;0;0;0;0;0;0;5;0;0;0;2;0;2;1;0;0;0;1;0;5;0;0;0;4;0;2;2;1;0;0;1;1;1;0;0;0;0;0;36;0;6;1;1;11;4;0;1;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;6;0;0;0;1;0;0;1;0;1;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21321-4434;insucesso;2;2;0;0;0;44;2;0;2;6;0;2;0;0;2;0;2;0;0;0;0;0;0;0;16;0;3;2;0;0;1;1;0;1;0;3;0;0;0;0;0;0;0;13;0;0;0;1;0;1;2;0;1;2;2;2;0;0;0;0;12;3;0;0;1;0;0;0;0;2;1;1;1;10;0;0;0;9;3;0;0;0;1;0;0;0;1;0;0;0;0;0;25;0;2;1;0;7;1;1;5;1;0;0;0;1;1;1;1;0;0;4;4;1;2;1;0;0;4;2;2;0;2;1;1;1;0;0;0;0;0;0;2;2;2;0;14;0;0;7;4;3;1;0;0;8;4;2;1;6;0;0;0;1;0;0
21361-4917;SUCESSO;3;0;3;3;0;81;2;0;1;8;0;1;0;0;5;0;4;2;0;0;0;0;0;0;26;0;4;1;0;0;5;5;2;0;0;0;0;0;0;1;1;0;0;14;2;2;2;3;0;0;1;0;2;0;0;0;0;0;0;0;6;2;1;2;0;0;0;0;0;0;0;1;1;9;4;1;1;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;83;0;2;2;1;14;0;0;5;2;1;0;0;0;0;0;0;0;0;12;12;0;6;2;1;0;39;2;1;0;14;1;1;6;1;1;0;1;0;0;3;0;0;3;3;0;0;0;1;0;0;3;1;0;0;0;0;2;0;2;1;0;2;0
21380-4114;insucesso;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;11;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;9;2;2;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21513-5384;insucesso;2;2;0;0;0;19;0;0;0;3;0;0;0;0;2;0;2;0;0;0;0;0;1;0;4;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;13;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;9;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;0;2;1;1;0;5;3;1;0;3;3;1;2;1;2;1;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21513-6030;SUCESSO;2;1;1;1;0;33;2;0;0;4;1;0;0;0;8;0;3;0;0;0;0;2;1;0;7;1;1;0;0;0;0;0;0;1;6;2;2;2;0;4;4;3;3;7;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;19;0;0;0;2;0;0;0;0;0;0;0;1;13;1;0;1;8;0;2;0;0;0;0;2;2;0;0;2;0;0;0;11;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;5;0;0;0;3;0;0;1;0;1;0;0;0;0;2;1;1;1;12;2;0;0;8;6;0;3;3;10;3;2;1;3;0;2;2;0;0;0
21629-5061;insucesso;1;0;1;0;0;52;4;3;0;14;0;3;0;0;8;0;5;0;3;0;0;1;0;0;5;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;27;0;0;0;2;0;0;5;0;2;0;0;0;0;0;0;0;29;3;0;1;14;0;6;3;0;5;4;7;1;28;0;0;0;23;0;12;5;2;3;2;4;3;2;0;0;0;0;0;34;0;0;4;3;13;0;3;5;3;3;0;0;0;0;1;1;1;0;6;4;0;3;3;2;2;5;1;1;0;3;1;1;3;1;2;1;2;0;0;1;0;0;0;2;0;0;1;1;1;1;6;6;1;0;0;0;7;0;6;6;1;0;0
21894-4114;insucesso;4;1;3;2;0;33;3;0;0;1;0;0;11;5;0;0;0;0;0;0;0;0;3;2;11;0;3;1;1;0;0;0;0;0;0;1;0;0;0;2;2;0;0;10;2;2;1;1;0;1;1;3;1;1;1;1;0;14;5;6;3;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;2;0;0;0;0;0;0;1;1;0;1;7;4;4;1;46;0;0;3;0;8;0;1;4;2;1;1;1;1;1;2;2;0;4;6;6;1;4;0;0;0;10;4;3;0;4;2;2;0;0;0;0;0;3;3;4;1;1;2;1;0;0;0;0;0;0;0;0;10;6;2;1;3;1;0;0;0;0;0
21955-4603;insucesso;1;1;0;0;0;29;0;0;0;2;1;0;0;0;4;1;4;0;0;0;0;0;0;0;8;0;1;1;0;0;2;2;2;0;1;2;0;0;0;1;1;0;0;2;0;0;0;2;0;1;0;0;0;1;1;1;1;0;0;0;6;1;0;0;0;0;0;0;0;2;2;0;0;10;3;0;1;6;1;0;0;0;2;2;1;0;0;4;1;1;0;0;27;0;0;1;0;4;0;1;2;0;0;0;0;0;0;0;0;0;0;5;4;3;2;1;1;1;9;3;0;2;2;2;0;1;1;1;1;1;1;1;1;1;1;0;5;3;0;0;3;1;1;2;2;4;2;1;0;3;0;1;1;1;0;0
22135-4114;insucesso;2;0;1;0;0;21;3;1;1;2;1;0;2;1;1;1;0;0;0;0;0;0;0;0;6;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;8;0;0;0;2;0;1;0;0;0;1;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;0;17;0;1;1;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;2;1;0;0;4;0;0;1;2;1;2;1;0;2;1;1;1;2;0;1;0;1;2;1
22271-4917;insucesso;0;0;0;0;0;15;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;0;3;0;0;2;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22279-4114;insucesso;2;1;1;1;0;22;3;1;1;3;0;1;9;5;1;0;1;0;0;0;0;0;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;12;0;0;0;1;0;0;1;0;1;1;1;1;0;9;2;5;3;2;0;0;0;0;0;0;0;2;1;0;0;3;0;0;0;3;2;0;0;0;2;1;0;0;0;0;6;0;3;3;7;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
22363-4114;SUCESSO;2;1;1;1;0;80;1;0;0;1;0;0;0;0;15;0;13;2;1;1;2;1;0;0;11;0;1;0;0;0;3;2;0;3;2;2;0;0;0;4;4;4;4;6;1;1;1;4;0;0;1;0;0;1;1;1;0;0;0;0;33;6;0;2;3;0;2;2;0;2;1;1;6;36;5;0;1;28;3;3;2;2;2;1;3;1;0;1;0;0;0;0;43;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;21;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;1;1;15;2;0;0;10;5;3;2;1;21;3;1;0;3;0;1;1;0;1;0
22423-4434;SUCESSO;1;1;0;0;0;24;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;3;0;0;0;1;0;1;1;0;0;0;2;0;2;0;0;0;0;0;29;0;1;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;3;1;1;0;24;3;2;0;5;1;1;1;0;1;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22433-4434;insucesso;1;0;1;1;0;13;2;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;23;1;2;2;0;9;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;5;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22483-6030;insucesso;2;1;1;1;0;11;1;1;0;4;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;1;1;1;3;1;0;1;1;2;1;1;1;0;7;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
22525-4435;SUCESSO;2;1;1;0;0;18;2;0;0;3;0;0;6;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;1;0;1;0;0;1;0;0;1;1;1;0;7;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22559-5384;SUCESSO;2;1;1;1;0;21;1;0;0;7;0;3;1;1;1;0;1;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;13;1;1;1;4;0;1;5;0;1;1;1;1;0;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;16;1;2;1;1;4;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22607-5384;insucesso;1;1;1;1;0;24;1;0;1;3;1;0;0;0;10;1;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;5;1;1;1;2;1;1;0;0;0;1;1;1;0;0;0;0;16;8;0;0;2;0;2;1;0;3;1;0;0;19;2;0;0;13;7;1;1;1;3;1;1;0;0;0;1;0;1;1;7;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;1;0;0;0
22612-4603;insucesso;2;0;2;2;0;20;3;1;2;7;4;1;0;0;2;0;1;0;1;0;0;0;0;0;9;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;14;1;1;1;9;1;2;2;0;3;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;5;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;5;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22659-5490;insucesso;1;0;1;1;0;49;10;0;4;1;0;0;2;1;6;0;3;0;0;0;0;3;14;10;12;0;5;3;2;2;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;1;1;0;0;0;0;2;0;0;0;0;0;3;2;1;25;7;0;0;3;0;2;1;0;19;14;0;1;28;4;0;1;24;7;2;2;1;17;13;7;5;3;0;27;11;20;16;24;4;0;5;2;11;0;3;6;4;4;3;2;1;0;2;0;0;6;4;2;1;1;1;1;1;3;1;0;0;3;0;0;2;0;2;0;2;3;3;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22700-5489;SUCESSO;2;1;1;1;1;14;1;0;0;5;0;1;0;0;1;0;1;0;0;0;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;1;1;1;1;0;0;1;0;1;1;1;1;0;2;1;1;3;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;1;2;1;4;0;2;3;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;2;0;0;0;1;0;0;1;0;1;0;0;0;0;2;1;1;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22787-4435;SUCESSO;2;2;0;0;0;31;1;0;0;2;0;1;6;4;3;0;0;0;0;0;0;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;8;0;0;0;0;0;0;1;0;0;2;2;2;0;8;3;5;16;0;0;0;5;0;2;2;1;3;2;0;1;12;5;3;0;7;0;1;0;0;2;1;2;1;2;2;0;0;0;0;38;0;2;2;1;12;0;1;8;2;0;0;0;0;0;3;3;2;0;5;3;0;2;2;2;0;4;0;0;0;2;0;0;2;0;2;0;2;0;0;2;2;2;0;3;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
22977-4434;insucesso;2;0;1;0;0;100;4;0;0;12;3;0;0;0;27;2;13;0;10;0;0;4;2;1;24;0;16;13;6;4;1;1;0;0;0;2;0;0;2;3;3;0;0;21;1;1;0;7;0;3;0;0;0;0;0;0;0;1;0;0;20;1;0;0;14;0;8;6;0;5;2;0;0;39;10;0;4;18;1;14;8;6;2;0;6;3;4;0;3;0;1;0;41;2;6;8;1;27;4;7;20;11;7;7;7;2;1;4;3;3;1;6;4;0;4;4;4;3;6;4;3;1;5;3;2;5;3;5;3;4;0;0;2;1;0;0;0;0;0;0;2;0;2;1;1;9;1;1;0;7;3;1;1;1;2;0
22977-5799;insucesso;3;0;3;1;0;39;3;0;0;3;0;0;0;0;7;0;2;0;2;0;0;0;0;0;10;0;4;2;2;2;1;0;0;0;1;1;0;0;0;0;0;0;0;6;3;3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;4;2;0;2;2;0;1;1;0;1;1;1;0;12;5;0;1;3;1;2;1;1;0;0;0;0;1;0;1;0;0;0;25;0;3;3;1;12;1;1;7;5;4;3;2;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;2;0;2;1;1;0;0;0;0;1;0;1;1;0;0;0
23182-4433;insucesso;1;0;1;1;0;8;0;0;0;1;0;0;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;1;3;1;0;1;0;0;0;0;0;0;3;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23182-6030;insucesso;1;0;1;1;0;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23467-4433;SUCESSO;2;1;1;1;1;25;0;0;0;8;0;0;0;0;1;0;1;0;0;0;0;0;0;0;9;3;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;18;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;6;1;0;1;2;1;1;0;0;1;1;2;0;6;0;0;0;5;0;2;1;0;1;0;1;1;1;1;0;0;0;0;19;0;5;3;2;7;0;2;2;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;3;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0
23668-5490;insucesso;2;1;1;1;0;24;1;0;1;2;1;0;0;0;1;0;1;0;0;0;0;0;1;1;8;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;11;1;0;1;3;0;2;1;0;1;0;0;0;9;3;0;1;5;0;2;2;1;0;0;0;0;0;0;3;1;2;1;17;0;0;0;0;5;0;0;3;2;2;2;1;1;1;2;2;1;1;4;3;0;1;1;0;0;7;1;1;0;3;1;1;3;1;2;0;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24082-4114;insucesso;2;2;0;0;0;20;0;0;0;4;0;0;1;0;1;0;1;0;1;0;0;0;0;0;8;0;4;4;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;11;0;0;0;1;0;1;1;1;3;2;2;2;0;5;1;1;2;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;27;1;3;0;0;9;1;0;7;5;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1;1;0;0;3;0;3;0;0;10;4;0;0;3;0;0;0;1;4;3
24082-4603;SUCESSO;2;1;1;1;0;13;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;10;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0
