IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>39>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>2>31>;2>3>;2>3>2>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>46>;2>46>1>;2>46>1>2>;28>;29>;3>;3>14>;3>2>;3>2>14>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;36>;36>34>;36>36>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
27881-5388;SUCESSO;2;1;1;1;50;9;0;7;4;0;0;0;0;0;0;7;0;6;3;0;0;0;0;0;0;0;1;0;8;2;0;2;1;0;0;2;0;0;0;1;1;1;0;13;2;1;1;6;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;17;6;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;3;17;2;0;9;4;0;0;0;0;0;0;1;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;17;1;3;0;0;0;4;0;0;1;0;0;2;1;1;1;6;1;2;1;0;0;0;0;0;0;32;11;4;2;0;0;1;0
27992-5469;SUCESSO;1;1;0;0;11;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;2;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;4;0;1;0;1;0;0;14;0;2;0;0;1;5;0;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28007-5388;SUCESSO;3;0;3;3;53;2;0;8;0;0;0;0;2;0;0;11;0;8;0;2;0;0;0;0;0;0;4;0;12;2;1;1;1;0;0;1;1;1;0;1;1;0;0;31;1;0;0;2;0;6;0;0;0;1;1;0;5;1;0;0;0;0;1;0;0;0;24;1;0;0;0;1;0;0;0;8;1;2;1;2;1;1;0;0;0;0;0;1;2;25;0;2;18;0;5;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;4;1;1;1;0;0;1;6;0;1;1;1;0;0;31;0;3;1;1;0;5;0;0;1;0;0;4;0;0;3;2;1;0;1;1;0;1;0;1;1;0;0;0;3;1;1;0;0
28102-5388;SUCESSO;4;4;1;1;74;1;0;12;1;2;0;0;1;1;0;9;0;6;0;2;2;2;0;0;0;0;3;0;12;0;0;0;0;1;0;3;2;1;1;2;2;0;0;27;1;0;0;1;0;5;0;0;0;0;0;0;2;2;2;2;0;1;1;0;0;0;23;1;0;0;0;0;0;0;1;7;0;4;0;4;3;3;3;0;1;0;0;2;0;20;0;0;13;1;2;2;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;2;2;6;1;2;0;0;0;1;7;0;2;1;1;0;0;33;2;0;1;0;0;2;0;0;2;2;0;6;4;4;1;4;0;2;2;3;2;2;2;2;2;7;1;0;5;2;2;1;0
28126-5468;SUCESSO;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;6;0;4;0;2;0;0;0;0;0;0;0;0;7;1;1;2;1;1;0;0;1;1;1;0;0;0;0;5;0;0;0;0;0;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;24;2;0;2;2;0;0;0;0;13;0;5;0;2;0;0;0;0;3;0;0;3;10;20;1;1;11;1;7;1;1;0;0;0;0;0;0;1;0;0;1;3;1;1;0;1;1;2;1;0;0;0;0;0;5;2;1;1;0;0;0;14;0;3;2;1;3;5;0;0;1;0;0;0;0;0;0;16;2;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28132-5468;SUCESSO;1;1;0;0;38;2;0;3;0;1;0;0;0;0;0;10;0;8;1;0;0;0;0;0;0;0;4;0;13;0;0;0;0;0;0;0;3;2;0;5;5;2;0;10;1;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;16;5;0;0;0;0;3;3;0;4;1;1;0;1;1;1;1;0;0;4;3;0;1;19;3;0;13;1;4;1;1;1;1;1;3;3;0;1;0;0;0;1;0;0;0;1;1;6;1;3;2;1;1;1;6;1;1;1;0;0;0;19;0;1;1;1;0;2;0;0;1;0;0;2;1;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28170-5468;insucesso;5;3;1;1;33;2;1;15;0;1;1;1;2;0;0;4;0;2;0;1;0;0;0;0;0;0;3;0;8;3;1;1;0;0;0;1;0;0;0;2;2;0;0;31;3;1;1;3;0;1;1;6;6;3;2;1;4;0;0;0;0;0;9;1;8;1;11;3;1;0;0;1;1;1;0;7;2;4;0;2;1;0;0;0;0;0;0;0;1;10;0;1;7;1;5;3;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;9;1;4;2;2;2;0;7;2;2;2;1;1;0;16;2;5;1;1;2;2;0;0;0;0;0;3;1;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
28245-5468;SUCESSO;4;3;1;1;37;0;0;6;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;1;0;2;1;2;1;1;0;0;0;0;0;16;3;1;1;1;0;2;0;0;0;5;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;8;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;7;1;0;0;0;0;3;6;1;1;1;0;0;0;10;0;3;0;0;0;1;0;0;0;0;0;4;1;1;2;3;0;0;0;3;3;2;2;0;0;1;0;0;2;0;0;1;0
28423-5469;insucesso;0;0;0;0;18;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;1;0;0;3;2;2;0;0
29497-5469;SUCESSO;2;2;0;0;57;2;0;10;1;1;1;0;3;2;2;15;0;10;0;4;1;0;0;0;0;0;3;0;15;1;0;3;0;0;0;1;2;2;2;2;2;0;0;22;0;0;0;1;0;3;0;0;0;3;2;1;8;0;0;0;2;0;2;0;2;0;27;4;0;1;1;1;1;1;0;7;2;3;1;0;0;0;0;0;2;1;0;3;0;32;1;0;22;0;6;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;4;1;0;0;0;0;0;6;2;1;0;0;1;0;35;1;8;2;1;1;8;0;0;1;0;0;2;1;1;0;4;0;0;1;1;1;1;1;2;1;8;1;0;6;2;1;0;0
29800-5468;SUCESSO;1;1;0;0;23;2;0;2;0;0;0;0;0;0;0;6;0;4;0;3;2;2;0;0;0;0;0;0;3;0;0;1;0;0;0;1;1;1;0;1;1;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;7;2;0;0;0;0;1;1;0;5;2;4;2;3;2;2;2;0;0;1;1;1;1;12;1;1;7;0;5;4;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;2;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
30708-5468;SUCESSO;4;2;3;3;44;4;0;7;1;0;0;0;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;4;1;1;1;0;0;0;0;1;1;0;1;21;4;3;3;3;1;1;0;0;0;0;0;0;2;2;2;2;0;1;8;0;6;0;5;1;0;0;0;0;0;0;0;2;0;1;0;1;1;1;1;1;0;2;2;0;0;5;0;0;3;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;10;1;5;3;2;2;1;4;0;2;1;0;0;0;38;1;1;0;0;0;8;0;0;1;1;0;4;2;2;3;3;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0
30760-5388;insucesso;0;0;0;0;48;1;0;4;0;1;0;0;1;0;0;16;0;15;0;1;0;0;0;0;0;0;2;0;5;1;0;1;0;0;0;2;0;0;0;19;17;5;0;7;0;0;0;0;0;1;0;0;0;3;3;1;1;0;0;0;0;0;0;0;0;0;47;5;1;0;0;1;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;3;4;28;0;0;24;0;2;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;13;0;3;1;1;0;2;1;0;0;0;0;2;0;0;0;11;1;0;3;1;1;1;1;2;2;0;0;0;2;1;1;0;0
30771-5469;insucesso;0;0;0;0;63;3;1;10;0;0;2;2;1;0;0;9;1;5;0;0;0;0;0;0;0;0;2;0;17;1;2;3;2;2;0;2;4;3;0;5;5;0;0;19;0;0;0;3;0;0;0;1;0;2;2;1;1;0;0;0;0;0;2;1;1;0;27;5;2;2;0;1;0;0;0;5;0;3;0;1;0;0;0;1;0;3;1;0;0;24;5;0;14;2;4;3;1;0;0;0;0;0;0;0;1;0;0;0;2;2;2;1;1;5;0;0;0;0;0;1;4;1;1;2;0;0;0;30;0;2;3;2;0;3;1;0;2;0;0;1;0;0;0;2;0;1;0;3;1;2;1;6;2;4;0;0;7;2;2;0;3
30907-5388;SUCESSO;4;2;2;2;28;0;0;4;0;1;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;3;2;2;1;0;3;0;0;0;0;0;0;1;2;2;1;0;0;1;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;3;0;0;0;0;3;1;1;0;0;0;0;16;0;0;0;0;0;8;0;0;2;1;0;4;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30966-5388;insucesso;2;1;1;1;55;1;1;10;5;2;1;1;0;9;6;7;1;6;0;3;3;3;0;1;1;1;5;1;21;0;1;4;0;3;0;7;1;1;0;2;2;2;0;23;1;0;0;10;3;6;0;3;1;1;1;0;1;1;1;0;0;0;14;5;7;2;18;5;3;0;0;1;1;1;0;9;2;8;0;7;5;2;0;3;0;6;5;2;0;18;3;0;15;1;8;7;6;4;0;0;4;0;1;0;0;0;0;0;2;2;2;2;1;12;1;5;2;1;1;1;9;4;2;2;1;1;0;42;0;0;1;1;2;10;0;0;1;1;0;1;1;0;1;2;0;0;0;3;2;3;2;5;5;0;0;0;9;5;5;0;0
30991-5468;SUCESSO;0;0;0;0;54;2;0;4;0;0;2;0;1;0;0;18;0;15;1;3;1;0;1;0;0;0;3;0;16;4;1;2;0;0;0;1;2;2;1;15;11;3;1;17;0;0;0;0;0;0;0;0;0;6;5;1;3;0;0;0;0;0;1;0;0;0;59;6;0;1;1;3;5;3;2;15;1;4;1;2;1;1;0;2;1;3;2;3;3;45;1;0;36;2;11;4;2;1;1;0;1;1;0;1;3;2;0;1;4;0;0;1;1;4;1;2;1;1;1;0;9;0;1;1;3;0;0;43;2;6;7;3;1;5;0;0;2;2;0;4;0;0;0;4;0;1;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0
31005-5468;insucesso;0;0;0;0;29;1;0;3;0;0;0;0;2;0;0;4;1;2;0;1;0;0;0;0;0;0;0;0;6;0;0;3;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;4;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;8;1;0;6;3;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;17;2;1;3;3;1;7;0;3;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0
31155-5469;SUCESSO;1;1;1;1;32;3;0;5;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;5;1;1;1;0;1;1;0;1;1;1;0;0;0;0;12;1;0;0;2;1;2;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;8;1;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;4;1;1;1;0;0;0;4;1;1;0;0;0;0;21;0;2;3;0;0;4;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0
31273-5388;SUCESSO;1;0;1;1;55;4;0;4;0;0;1;0;0;0;0;15;0;11;0;3;0;0;2;0;0;0;0;0;3;0;0;1;1;3;0;4;0;0;0;2;1;0;0;9;1;1;1;0;0;2;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;33;1;0;0;0;1;0;0;2;10;0;3;0;3;2;1;1;1;0;4;1;1;0;28;0;1;21;0;8;2;1;1;1;1;0;0;0;0;2;2;1;0;0;0;0;1;1;3;1;2;1;1;0;0;7;2;0;0;1;0;0;15;1;0;1;0;1;4;0;0;1;1;0;2;0;0;1;4;0;0;1;5;3;2;0;5;4;12;3;0;9;4;4;0;0
31300-5469;SUCESSO;4;3;2;1;18;0;0;3;0;2;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;4;1;0;3;2;0;0;1;1;1;0;0;0;0;0;14;1;1;0;3;1;4;0;0;0;1;0;0;4;2;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;1;0;1;0;11;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;4;1;2;2;1;1;0;6;1;1;0;3;0;0;17;0;8;1;0;3;6;0;0;4;2;0;4;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
31347-5469;SUCESSO;6;4;3;3;100;6;0;16;2;2;1;0;3;1;1;26;0;21;5;7;2;0;3;0;0;0;3;0;19;0;1;5;2;5;4;4;4;4;3;2;2;1;0;24;5;3;3;9;1;4;0;0;0;2;2;0;4;3;2;2;1;1;1;0;1;0;33;12;0;3;3;1;2;2;0;12;4;4;2;1;0;0;0;1;0;7;4;0;1;42;4;0;30;9;10;3;1;0;0;0;6;4;0;1;4;0;0;0;3;3;0;2;1;1;0;0;0;0;0;0;9;0;2;1;1;1;0;34;2;1;3;1;0;6;0;0;2;1;0;6;2;2;3;7;4;0;0;5;3;4;2;1;1;11;4;2;7;1;1;1;0
31374-5469;SUCESSO;0;0;0;0;76;0;0;8;5;0;0;0;0;0;0;12;0;8;0;0;0;0;0;0;0;0;5;0;19;2;1;3;0;6;3;1;1;1;0;9;9;3;2;12;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;6;0;1;0;0;4;4;0;3;1;0;0;0;0;0;0;1;0;16;11;0;1;36;13;0;21;1;0;0;0;0;0;0;13;8;0;1;0;0;0;0;0;0;0;3;1;7;1;1;0;0;0;1;9;5;2;4;0;0;0;40;3;2;2;1;0;7;0;0;3;1;0;0;0;0;0;7;1;1;0;9;7;4;4;5;3;1;0;0;6;3;2;0;0
31420-5468;SUCESSO;2;1;0;0;120;2;0;8;0;1;1;0;1;0;0;28;0;23;1;10;4;3;1;0;0;0;3;0;21;2;5;5;1;7;5;3;6;6;5;15;15;0;3;24;1;0;0;1;0;1;0;0;0;9;6;3;3;2;1;0;2;1;1;0;0;0;94;3;0;0;0;0;1;1;4;30;0;13;0;8;6;4;3;0;3;1;1;6;1;77;0;0;62;3;22;11;6;4;3;2;1;1;0;0;2;1;4;1;0;0;0;3;1;6;0;0;0;0;0;0;14;0;2;5;1;0;0;57;0;10;15;12;1;17;0;0;8;1;0;2;1;0;1;17;0;1;2;16;12;10;7;4;2;23;8;4;6;1;1;2;0
31430-5468;SUCESSO;4;3;2;2;68;1;0;9;2;0;1;0;2;12;10;13;0;10;1;5;2;1;1;0;0;0;4;0;9;0;0;2;0;2;1;0;5;5;2;7;7;3;0;39;3;2;2;11;2;5;0;0;0;3;2;0;6;3;2;2;0;1;19;0;15;0;44;10;0;2;1;3;1;1;1;16;2;10;2;5;3;3;2;0;1;7;6;4;4;39;5;3;33;4;13;7;3;2;2;1;3;2;0;3;1;1;2;0;11;8;0;3;3;7;2;6;4;3;3;0;12;3;3;1;1;11;0;29;2;2;3;1;0;10;0;0;3;1;0;4;2;2;2;8;1;1;3;2;2;2;2;0;0;8;1;0;1;0;0;1;0
31471-5468;SUCESSO;2;2;0;0;82;4;0;8;3;0;0;0;0;1;0;10;0;7;3;2;1;0;0;0;0;0;4;0;23;2;1;2;0;0;0;2;1;1;1;6;6;4;1;22;1;0;0;5;3;1;0;0;0;0;0;0;3;2;2;2;1;0;1;0;0;0;21;8;0;4;3;3;0;0;0;5;0;2;0;1;0;0;0;0;1;0;0;2;0;18;2;1;11;4;3;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;14;1;6;3;2;2;2;8;2;2;2;0;0;0;44;1;5;1;1;0;8;0;0;0;0;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;12;4;2;3;0;0;2;0
31478-5469;insucesso;0;0;0;0;10;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;4;0;4;0;4;3;1;0;0;0;0;0;0;0;6;0;0;3;0;2;2;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;17;0;0;2;0;0;7;0;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;3;3;3;0;0
31499-5388;SUCESSO;2;1;1;1;85;9;0;4;0;1;0;0;0;0;0;27;0;19;0;8;1;0;4;0;0;0;7;0;8;0;0;2;1;0;0;4;2;2;1;17;15;1;4;18;0;0;0;0;0;4;0;0;0;0;0;0;1;1;1;1;3;0;6;0;4;0;66;4;0;0;0;0;1;1;0;24;1;4;0;1;1;1;0;2;0;4;4;1;1;48;1;0;39;2;12;3;1;1;1;0;1;1;0;1;5;4;2;0;5;4;0;5;4;49;3;17;6;2;1;1;20;6;3;7;2;0;0;36;2;1;2;2;4;10;0;0;4;1;0;5;1;1;1;2;0;0;0;2;0;1;0;7;6;0;0;0;8;7;6;0;0
31505-5468;insucesso;1;0;1;1;29;2;1;6;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0;17;1;1;1;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;11;0;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;2;7;1;3;2;0;0;2;10;3;2;1;2;0;0;25;1;1;2;0;1;9;0;0;5;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
31535-5468;SUCESSO;2;1;2;1;59;1;0;11;5;0;0;0;1;1;1;8;0;4;1;0;0;0;0;0;0;0;1;0;16;1;0;3;1;2;1;3;5;5;2;0;0;0;0;15;2;1;0;8;3;1;0;0;0;0;0;0;1;1;1;1;1;0;2;0;2;0;11;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;19;6;0;9;4;0;0;0;0;0;0;3;2;0;0;0;0;0;1;2;1;0;2;2;9;2;1;0;0;0;2;5;1;2;1;0;0;0;32;1;2;1;1;0;7;0;0;2;0;0;5;1;1;1;4;1;1;0;3;3;1;1;0;0;4;0;0;3;0;0;0;0
31543-5468;insucesso;0;0;0;0;8;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;1;0;2;1;0;1;6;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3;0;0;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
31545-5388;insucesso;1;1;0;0;25;0;0;8;2;0;2;1;0;0;0;5;0;3;0;2;1;1;0;0;0;0;1;0;5;1;0;1;1;0;0;1;1;1;0;2;2;0;0;14;0;0;0;3;1;2;1;1;1;3;1;0;2;1;1;0;0;0;1;0;1;0;11;3;0;1;0;1;0;0;0;4;1;3;0;3;1;1;0;0;0;2;1;0;0;17;1;2;9;2;4;3;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;5;2;1;1;1;0;1;3;0;1;0;0;0;0;15;0;3;1;0;0;4;2;0;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;11;5;0;4;0;0;0;0
31556-5388;SUCESSO;4;2;1;1;135;11;0;9;2;2;0;0;1;10;4;15;0;5;3;0;0;0;1;0;0;0;4;0;27;2;0;5;3;8;7;3;3;3;1;2;2;2;0;35;2;1;1;9;2;4;0;0;0;0;0;0;3;2;2;2;0;5;14;0;7;0;46;31;0;2;0;6;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3;43;9;2;11;6;0;0;0;0;0;0;1;0;0;0;5;1;2;8;5;5;0;4;2;27;1;13;8;6;5;0;21;2;4;11;2;3;0;68;1;7;1;0;0;15;0;0;9;4;0;4;2;2;1;21;3;4;2;13;9;11;8;7;6;24;8;5;10;4;4;0;0
31618-5468;insucesso;0;0;0;0;22;0;0;2;0;1;0;0;0;1;0;3;1;3;0;2;0;0;0;3;3;2;0;0;4;0;2;0;0;0;0;3;0;0;0;3;3;1;0;3;0;0;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;2;0;1;1;14;2;0;1;0;0;1;1;0;6;0;4;0;3;1;0;0;1;0;3;1;0;1;15;2;1;11;1;5;2;2;0;0;0;1;0;0;0;0;0;2;0;8;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;2;2;0;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;0;0;0;5;1;1;0;2
31666-5468;SUCESSO;1;1;0;0;50;1;0;3;0;0;0;0;1;0;0;10;0;7;1;2;1;0;0;0;0;0;0;0;18;2;1;4;2;4;3;3;0;0;0;3;3;0;2;11;0;0;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;15;5;0;0;0;2;2;2;0;6;4;2;2;1;0;0;0;1;0;1;1;0;0;18;1;1;10;1;4;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;2;22;1;8;4;1;1;1;4;1;3;0;0;0;0;30;2;2;3;1;0;5;0;0;2;1;0;1;1;1;0;6;1;1;0;5;4;4;3;0;0;1;0;0;3;0;0;0;0
31698-5388;insucesso;2;1;2;1;46;1;0;5;0;0;0;0;1;0;0;5;0;2;0;0;0;0;0;0;0;0;2;0;5;1;0;1;0;0;0;0;1;1;0;1;1;0;0;11;1;1;0;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;11;1;0;4;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;2;1;6;0;4;1;1;0;1;6;1;0;2;2;0;0;13;0;1;0;0;1;2;0;0;0;0;0;2;1;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0
31761-5469;insucesso;1;0;1;1;61;1;0;11;1;3;0;0;3;0;0;8;1;5;0;1;0;0;0;0;0;0;5;1;23;3;0;9;3;0;0;1;1;1;0;0;0;0;0;29;1;1;1;2;2;11;0;3;2;0;0;0;8;0;0;0;0;0;3;1;2;0;17;2;0;0;0;0;0;0;0;8;1;3;0;2;0;0;0;0;0;0;0;4;1;20;1;0;11;0;5;1;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0;2;1;10;1;1;0;0;0;3;10;0;2;5;2;4;2;72;3;7;1;1;1;16;1;1;4;0;0;1;0;0;1;2;0;1;2;0;0;0;0;0;0;1;0;0;4;0;0;0;0
31915-5468;SUCESSO;3;1;2;1;59;0;0;9;0;1;0;0;2;0;0;8;0;6;0;1;0;0;0;0;0;0;2;0;13;1;0;2;1;0;0;0;1;1;0;3;3;0;0;24;2;2;1;3;1;2;0;0;0;1;1;1;2;1;1;1;0;1;2;0;1;0;34;5;0;0;0;3;1;1;2;14;2;7;2;3;3;2;2;0;1;3;1;2;9;28;2;0;19;3;8;3;2;2;1;1;1;1;0;1;0;0;0;1;1;0;0;1;0;4;0;3;0;0;0;0;6;4;1;0;0;0;0;46;0;3;3;3;1;6;0;0;1;1;0;3;1;1;1;14;1;4;5;0;0;0;0;1;0;0;0;0;1;1;0;0;0
