IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>14>;14>14>31>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>3>32>;14>3>32>31>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>32>31>31>;14>38>;14>38>33>;14>38>36>;14>38>41>;14>41>;14>41>2>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>31>;2>;2>1>;2>14>;2>14>2>;2>14>31>;2>14>41>;2>2>;2>2>41>;2>31>;2>31>30>;2>41>;2>41>2>;2>41>41>;2>41>41>41>;29>;3>;3>14>;3>2>;3>32>;3>32>31>;30>;30>14>;30>14>2>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>41>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>31>30>30>;31>41>;31>48>;31>48>30>;32>;32>31>;32>31>30>;32>31>30>30>;32>31>30>31>;32>31>31>;32>31>31>30>;33>;34>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>38>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>2>41>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>13>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>48>;6>6>;7>;7>31>;7>5>;7>5>5>;8>
36188-6398;SUCESSO;2;0;2;2;0;46;1;0;0;0;9;0;1;0;0;3;3;0;0;11;0;10;2;3;3;2;0;0;0;0;0;1;0;0;0;11;0;4;0;0;0;0;1;1;0;3;3;1;0;27;0;4;0;0;0;6;0;0;0;4;0;0;0;0;5;0;5;0;0;30;4;0;1;0;2;2;0;9;0;7;3;1;0;1;1;3;3;2;2;8;24;1;0;1;20;2;8;6;3;1;0;0;0;1;0;0;0;2;0;0;5;5;4;0;0;0;0;1;1;1;6;0;1;1;1;0;1;0;0;0;0;0;0;8;0;0;0;0;1;2;0;43;0;1;0;1;1;2;12;0;0;3;0;0;2;0;0;2;14;0;1;0;3;3;4;0;0;1;0;0;0;0;2;0;1;0;
36196-6398;SUCESSO;1;0;1;1;0;25;1;0;0;0;3;0;1;0;0;5;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;0;2;0;1;1;2;0;0;0;0;9;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;5;0;5;2;2;1;1;1;0;9;0;2;1;0;0;7;0;14;1;3;0;1;0;0;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;
36240-6398;SUCESSO;3;2;1;1;0;34;0;0;0;0;4;0;2;0;0;0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;6;0;1;1;0;0;0;1;1;0;1;1;0;0;9;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;1;1;0;3;1;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;8;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;9;0;3;3;5;2;2;0;0;0;0;0;0;8;1;2;1;0;1;0;0;32;1;1;0;1;1;0;4;1;0;1;1;0;2;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;0;0;3;0;1;1;
36264-6388;SUCESSO;0;0;0;0;0;59;2;0;0;0;6;1;3;1;0;0;0;0;0;21;1;12;0;5;4;2;1;0;0;0;0;6;1;0;0;14;0;3;1;0;0;4;1;1;0;7;6;1;1;17;0;2;0;0;0;5;0;4;3;0;0;0;0;0;0;0;0;0;0;32;3;0;0;0;0;0;2;14;2;8;3;2;1;2;1;4;2;0;3;6;45;2;0;2;26;0;12;8;3;2;0;0;0;1;2;2;0;3;4;0;0;0;0;0;0;0;0;5;5;1;16;0;4;1;8;3;3;2;1;0;0;0;4;18;5;5;1;0;1;0;0;36;2;3;0;4;0;4;12;0;0;4;1;1;0;0;0;0;13;0;1;0;2;6;0;0;0;1;1;8;0;1;8;0;1;1;
36276-6388;SUCESSO;1;1;0;0;3;77;4;0;0;0;3;0;1;0;0;0;0;0;0;10;1;4;0;4;0;0;0;0;0;0;0;0;0;0;0;9;0;4;3;0;1;0;0;0;0;1;0;0;1;13;0;2;0;0;0;5;0;0;0;4;0;0;0;8;1;0;0;0;0;11;1;0;0;0;0;0;0;7;0;2;1;1;1;0;3;2;0;0;5;3;22;1;0;2;10;1;7;2;1;1;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;1;1;1;11;0;1;1;7;1;6;4;2;2;1;0;0;5;0;1;0;0;2;0;0;43;1;4;0;5;2;2;19;3;0;9;4;4;1;1;1;0;13;1;0;6;0;5;3;3;0;0;0;0;0;0;0;0;0;0;
36318-6398;insucesso;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
36342-6398;SUCESSO;0;0;0;0;0;66;5;0;0;0;9;3;0;0;0;0;0;0;0;28;5;25;7;1;0;0;1;0;0;0;0;4;0;2;0;11;0;3;1;0;0;1;3;3;0;12;12;4;0;10;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;13;0;2;0;2;2;0;1;0;0;0;0;0;0;0;0;9;8;1;0;45;9;0;0;37;9;1;0;0;0;9;8;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;18;0;1;0;10;0;7;5;1;0;0;0;1;9;5;0;2;0;0;0;0;20;2;0;0;1;1;1;5;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;1;
36396-5714;SUCESSO;1;1;1;0;0;44;3;0;0;1;10;0;2;2;0;0;0;0;0;6;0;2;1;1;0;0;0;0;0;0;0;5;0;1;0;4;0;0;0;0;0;0;1;1;0;1;1;0;0;17;1;2;0;0;0;5;0;5;3;2;0;0;0;0;0;0;0;0;0;12;5;0;1;0;0;0;1;2;0;1;1;1;0;0;0;1;1;0;0;1;17;0;0;1;8;4;1;0;0;0;1;0;0;0;1;1;0;5;2;0;0;0;0;0;0;0;0;2;2;1;11;1;2;1;5;2;3;2;1;0;0;0;1;14;2;2;2;0;4;1;0;18;2;3;0;0;0;2;6;2;0;2;0;0;1;1;1;0;4;0;0;0;2;1;0;0;0;1;1;0;0;0;1;0;1;1;
36399-6398;SUCESSO;2;0;2;2;0;36;1;0;0;0;1;1;0;0;0;17;13;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;1;1;0;0;0;1;1;0;0;0;0;0;21;2;7;0;0;0;0;0;0;0;0;0;0;0;0;20;0;16;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;16;1;0;0;9;0;2;0;0;0;0;0;1;5;1;2;2;0;0;1;0;22;1;1;0;0;0;0;3;0;0;1;0;0;2;0;0;2;3;0;1;0;1;0;0;0;0;2;0;1;0;0;3;0;2;0;
36456-6388;SUCESSO;3;0;3;3;0;69;0;0;0;0;9;0;0;2;0;0;0;0;0;23;0;11;0;7;2;2;2;0;0;0;0;9;2;2;0;6;0;1;0;0;0;1;0;0;0;4;3;1;1;26;2;3;0;0;0;2;0;3;3;5;0;0;0;0;1;0;0;0;0;29;3;0;0;0;0;0;3;19;2;10;6;2;0;0;6;2;3;2;6;2;47;2;0;0;26;0;18;9;6;2;1;1;0;0;4;4;0;3;1;0;1;0;0;0;0;0;0;5;2;1;12;4;0;0;5;0;2;1;1;1;1;0;2;18;0;5;6;0;3;0;0;50;1;3;0;5;3;2;17;2;0;4;0;0;3;0;0;3;6;0;0;0;0;2;0;0;0;0;0;6;0;1;6;0;0;0;
36520-5714;insucesso;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36577-6398;SUCESSO;4;2;3;3;0;38;0;0;0;0;3;0;0;1;0;0;0;0;0;5;1;3;0;0;0;0;0;0;0;0;0;4;1;0;0;8;0;3;1;0;0;0;2;2;0;0;0;0;0;10;3;2;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;13;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;1;0;0;16;2;0;0;11;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;1;18;1;2;0;13;0;8;3;3;3;3;3;4;9;0;3;2;0;1;0;0;33;2;2;0;0;0;1;9;1;0;4;2;2;4;1;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
36614-6388;insucesso;0;0;0;0;0;13;1;0;0;0;1;0;1;0;0;0;0;0;0;3;0;2;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;4;3;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;1;0;0;12;0;7;5;3;2;1;0;0;2;2;0;2;5;0;0;0;4;0;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;0;2;0;4;1;4;4;1;1;0;0;0;3;2;1;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;1;
36691-5714;SUCESSO;1;0;1;1;0;41;2;0;0;1;5;2;1;1;0;0;0;0;0;17;1;10;4;9;7;3;0;0;0;0;0;4;2;0;0;11;0;3;2;0;0;1;4;4;0;3;3;1;0;10;1;3;0;0;0;2;0;3;3;2;0;0;0;1;1;0;0;0;0;17;8;0;4;0;2;2;1;13;6;10;7;5;0;5;0;2;7;4;0;2;26;4;0;0;15;4;12;9;6;5;3;1;0;0;3;1;0;1;4;0;6;1;1;0;0;0;0;3;1;0;7;1;0;0;3;0;0;0;0;0;0;0;1;9;2;3;1;0;2;0;0;20;3;3;0;1;0;3;7;0;0;2;0;0;1;0;0;1;5;0;1;1;3;0;1;1;1;0;0;0;0;0;2;0;0;0;
36707-5714;insucesso;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37225-6388;SUCESSO;1;0;1;1;0;20;0;0;0;0;4;0;0;2;0;0;0;0;0;4;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;6;1;0;0;0;0;0;0;2;2;1;0;0;0;1;0;0;0;0;0;7;0;0;0;0;0;0;0;5;0;3;1;0;0;0;1;3;0;0;1;5;11;0;0;0;5;0;4;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;4;0;1;1;4;1;1;1;1;1;0;0;0;3;0;1;1;0;0;1;0;11;0;0;0;1;1;0;3;0;0;1;1;1;1;0;0;1;6;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
