IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>31>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>14>31>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>32>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>31>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>48>;31>31>;31>31>30>;31>32>;31>41>;31>48>;32>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>7>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;7>5>5>;8>
39460-6401;SUCESSO;3;2;2;2;15;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;1;1;1;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;10;0;1;1;0;0;3;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;4;2;2;0;1;1;0;0;3;1;1;0;0;2;1;1;2;1;1;1;1;0;0;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39719-6401;SUCESSO;2;1;1;1;121;9;2;0;1;28;10;0;0;0;10;0;6;0;0;1;1;5;5;1;0;21;2;1;8;4;3;4;2;1;2;0;5;3;3;0;0;0;0;47;1;1;1;18;0;2;0;0;0;0;0;0;0;0;37;2;0;0;1;5;1;3;2;2;0;14;1;12;8;7;7;0;9;34;2;0;0;25;1;0;4;3;2;2;13;12;8;7;7;0;5;4;1;1;1;3;2;2;76;1;4;6;3;0;24;4;0;8;3;6;5;3;1;2;1;7;3;1;0;0;14;1;10;1;1;1;1;0;38;2;2;1;0;7;2;1;4;2;2;2;1;1;0;2;1;1;1;14;3;0;0;0;0;0;0;12;10;33;11;8;12;0;9;9;5
39722-6401;insucesso;0;0;0;0;33;3;0;0;1;5;0;0;3;2;1;0;1;0;0;1;0;0;0;0;3;10;0;0;7;5;5;3;2;0;0;0;0;0;0;0;0;0;0;14;0;0;0;2;0;4;3;0;0;0;0;8;1;5;12;0;0;0;0;7;0;1;1;1;0;2;0;1;0;0;0;1;0;11;0;0;0;9;0;0;5;1;1;0;0;0;0;0;0;0;2;2;0;1;0;4;2;0;27;1;1;4;2;0;19;4;2;13;0;12;8;5;2;2;2;6;5;5;1;1;13;0;10;0;10;8;7;4;14;4;2;0;1;14;4;2;11;4;9;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
39869-6400;insucesso;2;0;2;1;66;3;0;0;0;2;0;0;16;1;13;0;8;0;0;3;1;1;0;2;0;22;0;0;5;0;0;1;0;0;0;0;0;0;0;2;2;0;0;8;0;0;0;1;0;2;2;0;0;0;0;17;1;2;29;2;1;0;1;9;0;4;0;0;2;4;0;3;0;0;0;4;0;30;2;0;1;22;1;0;8;4;0;0;2;1;0;0;0;0;5;3;0;0;3;0;0;0;68;0;3;4;2;1;21;3;1;9;0;4;3;0;0;0;0;3;2;2;0;2;7;0;5;0;3;2;2;1;14;1;1;0;0;5;1;1;3;1;2;1;1;1;0;2;0;0;1;11;2;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0
39905-6400;insucesso;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;5;0;0;3;1;0;1;0;0;0;0;1;0;0;1;1;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;4;0;0;2;0;1;1;1;1;2;2;3;3;3;0;0;4;1;4;0;3;3;2;1;4;1;1;0;0;3;1;1;3;0;2;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;0
39946-6401;SUCESSO;5;3;2;2;736;125;23;16;11;27;12;1;0;0;174;53;98;36;10;1;1;36;24;7;0;60;0;1;23;11;5;6;5;5;9;27;8;1;0;19;17;21;21;37;2;2;2;20;0;1;0;3;3;3;6;9;0;0;163;67;14;8;2;1;0;1;0;0;0;66;21;45;32;31;24;0;9;241;91;23;0;146;54;14;1;1;0;0;63;43;30;30;23;5;9;6;23;1;3;27;25;10;121;12;2;5;3;0;43;3;0;24;2;11;3;3;3;4;4;5;4;3;0;0;19;1;17;2;16;13;10;0;25;11;6;1;0;21;9;4;13;5;10;4;4;6;0;5;3;3;2;36;16;6;0;0;32;11;16;3;3;44;13;4;12;2;3;3;11
39948-6400;insucesso;0;0;0;0;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39955-6401;SUCESSO;4;2;2;2;140;8;0;2;1;9;0;1;0;0;55;1;28;0;0;8;4;1;1;6;0;15;0;2;9;7;5;6;6;2;1;0;4;3;3;12;12;5;5;26;1;1;1;1;0;1;0;2;2;2;3;1;0;0;84;4;4;4;0;32;4;17;8;5;0;10;0;8;0;0;0;4;20;103;3;2;0;64;0;0;23;12;3;2;2;2;0;0;0;13;14;10;0;2;7;1;1;1;62;2;4;7;6;0;29;1;0;18;0;14;12;7;5;3;1;4;1;1;0;0;17;0;14;0;9;6;5;0;29;4;2;2;0;13;4;2;7;4;6;3;2;1;0;4;2;2;2;28;1;3;9;0;0;0;0;5;3;0;0;0;6;0;4;3;0
39977-6401;insucesso;3;2;1;1;104;8;0;0;0;8;1;0;5;2;18;0;9;0;0;2;1;0;0;2;0;27;0;0;12;4;3;0;0;0;0;4;1;0;0;1;1;4;3;24;0;0;0;4;3;0;1;1;1;0;0;6;2;2;51;11;3;0;2;19;1;8;4;3;0;1;0;0;0;0;0;1;1;51;8;0;3;26;3;0;10;4;2;0;0;0;0;0;0;0;5;3;0;7;3;1;0;0;89;2;3;13;6;4;28;5;4;14;0;8;5;3;3;2;2;5;5;1;0;2;11;1;10;1;5;4;3;1;15;4;2;0;0;5;3;1;4;2;3;1;1;2;2;3;2;2;1;8;1;0;3;1;7;4;5;2;2;0;0;0;4;0;2;2;0
39980-6400;SUCESSO;2;0;2;2;46;0;0;0;0;3;0;0;0;0;3;1;2;0;0;1;0;1;1;0;0;18;1;0;5;1;1;7;5;1;0;0;1;1;1;1;1;0;0;6;1;1;1;1;0;0;0;0;0;0;0;7;0;0;8;2;0;0;2;2;0;0;0;0;0;2;0;2;0;0;0;0;0;10;2;2;0;8;2;0;2;0;0;0;1;1;0;0;0;0;1;0;1;0;0;3;3;2;46;1;1;0;0;0;18;0;0;4;0;4;2;0;0;1;0;2;0;0;0;0;15;0;10;1;3;0;0;0;38;4;1;0;0;5;0;0;1;0;1;0;1;2;0;2;0;0;2;0;0;0;0;0;0;0;0;3;3;0;0;0;3;0;3;3;1
40010-6400;SUCESSO;5;2;3;3;232;15;5;2;2;22;4;5;0;0;43;0;27;3;2;6;3;1;0;3;0;55;2;3;21;13;9;7;5;4;2;4;5;1;0;6;6;18;18;27;2;2;2;8;0;5;4;1;1;1;1;0;0;0;68;12;4;2;2;17;2;9;4;3;0;2;0;0;0;0;0;0;8;66;1;0;0;40;5;2;10;5;2;1;1;0;0;0;0;3;3;2;0;8;2;0;0;0;95;4;3;7;3;0;32;2;0;17;1;11;8;7;6;4;4;8;7;3;0;0;19;2;15;1;9;6;5;0;46;7;4;1;0;14;5;2;6;5;5;5;2;1;0;5;2;2;3;24;11;1;3;0;4;4;4;2;1;48;24;11;8;0;2;1;0
40061-6400;insucesso;2;2;0;0;58;3;0;0;2;2;0;0;0;0;8;0;6;0;0;2;1;0;0;1;0;16;0;0;3;1;1;3;1;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;0;1;1;1;0;0;1;0;0;31;2;1;0;1;12;0;7;1;0;0;5;0;3;0;0;0;4;0;29;1;0;0;18;0;0;6;4;1;0;3;2;0;0;0;0;2;1;0;3;0;0;0;0;48;2;2;5;2;0;12;1;1;4;0;2;1;1;1;0;0;4;2;1;0;0;11;1;6;0;3;3;2;1;11;2;0;0;2;5;2;0;4;2;2;1;1;2;1;2;2;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;3;0;1;1;0
40066-6401;insucesso;0;0;0;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;0;1;1;1;0;7;0;0;1;0;1;0;0;0;3;0;4;0;0;1;0;6;1;2;0;2;1;1;0;4;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;3;0;0;2;0;2;1;0
40067-6400;insucesso;1;1;0;0;23;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;11;0;0;2;0;0;1;1;0;0;0;2;0;0;1;1;0;0;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;28;1;1;2;1;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;2;0;0;0;12;0;0;0;0;9;0;0;2;0;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
40086-6401;insucesso;2;0;2;2;58;4;0;0;1;6;2;0;1;1;11;0;7;0;0;1;1;0;0;0;0;9;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;16;0;0;0;3;0;1;1;0;0;0;0;2;0;2;50;3;3;0;0;25;2;14;8;5;7;10;0;6;0;0;0;2;0;42;2;0;0;30;1;0;15;6;4;0;2;1;0;0;0;0;7;7;0;2;2;0;0;0;46;0;0;5;2;2;13;1;0;5;0;1;0;0;0;0;0;2;0;0;2;0;5;0;3;0;0;0;0;0;7;1;0;0;0;1;1;0;0;0;0;0;0;1;0;2;0;0;2;3;0;0;0;0;0;0;0;6;6;0;0;0;6;0;4;4;0
40101-6401;insucesso;1;0;1;1;68;5;0;0;0;6;1;0;2;1;14;0;8;0;0;3;0;0;0;2;0;14;0;0;5;2;1;3;3;0;0;3;4;0;0;0;0;0;0;12;0;0;0;2;0;1;0;0;0;0;2;2;0;1;44;6;1;0;2;18;3;6;4;2;0;1;0;1;0;0;0;4;1;36;0;0;0;29;2;0;9;2;2;0;1;1;0;0;0;0;2;1;0;2;0;0;0;0;65;0;1;7;5;3;22;2;1;8;0;3;1;0;0;2;2;4;4;2;1;2;12;1;10;1;6;4;2;1;23;5;0;0;3;11;5;0;5;3;3;1;2;1;1;1;0;0;1;5;0;1;1;2;8;4;6;1;1;16;8;4;6;0;0;0;0
40162-6401;SUCESSO;2;2;0;0;180;7;2;1;3;21;2;1;0;0;70;2;43;5;2;19;7;4;2;7;0;40;1;0;16;6;4;2;1;0;0;4;6;1;1;6;6;12;11;31;0;0;0;3;0;1;3;2;2;2;1;0;0;0;103;16;8;6;2;29;3;11;7;3;0;12;0;8;3;2;1;2;0;123;5;2;0;81;10;4;28;10;6;2;7;5;2;1;1;0;8;4;2;5;1;7;5;3;111;1;2;5;1;0;37;4;0;16;0;10;6;5;4;2;2;5;5;3;0;0;12;1;11;2;3;1;1;0;20;6;0;0;0;7;4;0;3;2;3;2;2;2;0;3;2;2;0;7;0;1;1;0;11;4;7;3;3;57;21;8;8;2;2;2;0
40168-6402;insucesso;3;1;2;2;41;4;0;0;1;2;0;0;0;0;6;0;2;0;0;1;0;0;0;2;0;12;0;0;3;1;1;1;1;0;0;0;0;0;0;2;0;0;0;11;0;0;0;4;1;2;1;0;0;0;1;0;0;0;8;1;0;0;0;4;1;2;2;1;0;0;0;0;0;0;0;4;0;15;1;0;0;7;0;0;3;2;2;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;54;1;2;4;1;0;17;2;1;3;0;3;1;0;0;0;0;1;1;1;0;2;6;0;4;1;4;2;2;0;4;3;1;0;1;4;2;1;2;1;2;1;0;1;1;3;1;1;2;3;0;1;1;0;0;0;0;1;1;0;0;0;2;0;1;1;2
40169-6400;SUCESSO;2;2;0;0;68;8;0;0;3;4;0;2;0;0;6;0;1;0;0;1;1;0;0;3;0;22;0;1;5;5;1;5;3;2;0;0;4;4;4;1;1;0;0;6;0;0;0;1;0;2;2;2;2;2;4;2;0;0;5;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;1;1;12;1;1;0;3;0;0;2;2;1;0;0;0;0;0;0;0;5;0;0;2;3;0;0;0;67;2;0;1;1;0;18;0;0;12;0;6;3;3;2;2;2;2;2;1;0;0;12;4;9;1;4;1;1;0;17;3;1;1;0;6;2;1;1;1;1;1;1;0;0;2;2;2;0;6;1;4;0;0;0;0;0;6;5;0;0;0;7;3;4;4;0
40188-6400;insucesso;0;0;0;0;16;1;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;6;0;0;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;1;0;1;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;1;0;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40270-6401;SUCESSO;3;3;1;1;107;9;1;0;3;33;4;1;0;0;8;0;1;0;0;0;0;0;0;2;0;22;1;0;8;2;1;1;1;0;1;0;3;0;0;2;2;0;0;45;1;1;1;6;0;1;1;2;2;2;0;1;0;0;15;3;0;0;0;7;2;2;1;0;0;1;0;1;0;0;0;1;1;20;0;0;0;10;1;0;5;1;0;0;0;0;0;0;0;1;2;1;0;1;3;1;1;1;50;0;1;3;3;0;11;0;0;3;0;1;1;1;0;0;0;2;2;1;0;0;7;0;7;0;3;2;2;0;18;4;2;1;0;4;3;2;2;2;2;2;1;1;0;3;3;3;1;5;0;0;0;0;1;0;0;3;2;30;13;3;7;0;2;2;0
40324-6401;insucesso;2;0;2;0;88;1;0;0;0;11;0;0;0;0;10;0;5;0;0;2;0;0;0;2;0;20;0;0;7;3;0;3;3;0;0;1;3;0;0;2;2;0;0;26;0;0;0;0;0;2;1;0;0;0;1;2;1;0;37;1;0;0;1;15;1;3;0;0;0;1;0;0;0;0;0;2;1;39;4;0;0;21;0;0;9;3;0;0;0;0;0;0;0;0;4;2;0;5;0;1;1;0;69;0;1;6;2;1;21;1;1;5;0;0;0;0;0;2;2;4;4;1;0;0;12;0;11;1;3;2;1;0;32;4;2;0;2;9;2;1;6;1;2;1;0;4;2;2;0;0;0;6;1;1;0;1;3;3;2;5;4;0;0;0;7;0;5;4;0
40390-6401;insucesso;0;0;0;0;9;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;2;0;0;2;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;4;0;0;2;1;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40392-6400;insucesso;1;0;1;1;24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;1;0;1;1;0;8;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;1;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
40640-6402;SUCESSO;2;1;1;1;31;1;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;11;0;1;3;2;1;3;3;2;0;0;1;0;0;0;0;0;0;8;0;0;0;3;0;1;0;1;1;1;0;0;0;0;15;0;0;0;0;4;0;1;1;1;0;2;0;1;0;0;0;1;0;12;0;0;0;5;0;0;4;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;36;0;0;3;2;0;14;2;0;7;1;3;1;1;1;4;3;5;4;1;0;0;13;2;13;0;7;3;2;0;35;3;2;1;0;12;2;2;6;1;4;1;2;1;0;2;1;1;1;0;0;0;0;0;0;0;0;3;3;0;0;0;3;0;2;2;0
40647-6400;insucesso;2;1;1;1;73;2;0;0;0;3;1;0;1;0;11;0;6;0;0;1;1;3;0;1;1;22;0;0;7;4;1;3;3;0;0;0;3;0;0;4;3;2;2;4;0;0;0;2;1;0;0;1;1;0;0;2;1;0;29;3;0;0;2;9;1;4;1;1;2;8;0;4;0;0;0;4;2;35;3;0;1;22;1;0;5;2;1;0;6;2;0;0;0;0;3;3;0;4;1;1;1;0;109;4;2;8;6;2;41;4;3;20;0;7;3;2;2;0;0;5;3;1;0;1;11;2;9;1;3;2;1;1;20;3;0;0;0;7;1;0;2;1;1;1;1;1;1;2;1;1;1;4;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
40720-6400;insucesso;2;0;1;0;61;2;0;0;0;3;0;0;0;0;12;0;7;0;0;1;1;0;0;1;0;22;0;0;9;2;1;0;0;0;0;2;4;0;0;0;0;1;1;7;0;0;0;1;0;2;2;0;0;0;2;1;1;0;23;4;1;0;2;6;0;3;2;0;0;2;0;1;0;0;0;1;2;25;2;0;1;16;2;0;3;2;1;0;2;1;0;0;0;0;4;2;0;2;0;1;0;0;43;0;1;3;2;2;14;0;0;4;0;2;1;0;0;2;2;3;2;1;0;0;3;0;3;1;1;0;0;0;4;3;3;0;0;2;2;2;0;0;0;0;0;0;0;2;1;0;0;8;2;2;1;0;3;1;3;1;1;0;0;0;4;0;1;1;0
40751-6402;insucesso;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;15;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;13;3;1;1;0;0;0;0
40755-6401;insucesso;2;2;0;0;36;1;0;0;1;12;1;0;0;0;4;0;4;0;0;2;1;1;0;0;0;12;0;0;5;1;0;1;1;0;0;0;2;0;0;0;0;1;1;27;0;0;0;4;1;5;1;1;1;0;0;0;0;0;20;0;0;0;0;8;0;6;1;0;1;3;0;2;0;0;0;2;0;17;1;0;0;13;0;0;7;5;1;0;2;2;0;0;0;0;4;2;0;0;0;0;0;0;54;0;1;1;0;0;13;1;0;4;0;1;1;1;1;0;0;1;1;0;2;0;8;0;8;1;6;2;1;1;17;3;1;0;0;9;0;0;3;0;1;0;1;1;0;2;2;2;0;2;0;0;0;1;0;0;0;7;4;18;6;3;7;0;4;3;0
40777-6400;SUCESSO;2;1;1;1;87;4;0;2;0;4;1;0;0;0;8;0;5;0;0;3;2;0;0;1;0;26;1;2;6;1;0;1;1;1;0;2;0;0;0;1;1;0;0;8;1;1;1;4;0;0;1;1;1;1;0;0;0;0;18;3;1;0;0;9;1;4;1;0;0;3;0;0;0;0;0;1;1;17;1;0;0;13;0;0;8;3;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;61;4;2;4;4;0;26;2;0;12;1;7;4;4;1;4;1;4;3;2;0;0;7;3;5;0;4;2;1;0;5;2;2;0;0;4;2;2;2;2;1;1;0;2;0;2;1;1;1;3;0;0;0;0;2;0;1;1;1;0;0;0;1;0;1;1;0
40890-6400;insucesso;1;0;1;1;46;2;0;0;1;1;0;0;0;0;11;0;7;0;0;1;0;1;0;0;0;20;0;0;6;2;0;0;0;0;0;0;2;0;0;1;1;5;5;2;0;0;0;1;1;1;0;0;0;0;1;0;0;0;23;7;2;0;1;3;0;1;0;0;0;2;0;1;0;0;0;1;2;19;1;0;1;14;4;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;41;3;0;4;3;0;19;3;2;9;0;3;2;2;2;2;2;4;3;1;0;0;4;1;3;1;1;1;1;0;6;2;2;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;3;0;1;1;1;0;0;0;0;0;4;1;0;3;0;0;0;0
40918-6402;insucesso;1;0;1;0;59;2;0;0;1;3;0;0;0;0;5;0;4;0;0;2;1;0;0;1;0;21;0;0;2;1;0;7;5;0;0;1;0;0;0;2;1;1;1;12;0;0;0;1;0;1;0;0;0;0;0;2;0;2;14;6;0;0;1;5;1;3;1;0;1;1;0;1;0;0;0;0;4;15;1;0;1;12;4;0;4;3;1;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;59;4;1;2;1;0;8;1;0;3;0;0;0;0;0;0;0;1;1;0;1;0;16;1;12;0;0;0;0;0;38;5;2;0;2;4;1;0;2;1;0;0;0;0;0;1;0;0;0;5;1;0;2;0;2;0;1;0;0;0;0;0;2;0;0;0;0
40960-6401;SUCESSO;2;1;1;1;37;1;0;0;0;9;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;9;0;0;5;2;1;1;1;1;0;0;1;0;0;1;1;0;0;15;1;1;1;1;0;2;3;0;0;0;0;4;0;0;13;0;0;0;0;4;0;3;2;1;0;2;0;1;0;0;0;2;0;14;1;0;0;11;0;0;3;2;2;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;29;0;1;1;1;0;12;0;0;5;0;3;2;2;0;1;0;4;3;2;0;0;8;1;7;1;3;0;0;0;7;1;0;0;0;3;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;1;0;0;0;0;3;2;0;0;0;4;0;3;2;0
40963-6400;insucesso;1;1;0;0;47;6;0;0;5;3;0;0;0;0;4;0;2;0;0;1;0;0;0;0;0;25;0;0;9;3;1;8;8;0;0;1;1;0;0;1;1;0;0;4;0;0;0;1;0;0;1;1;1;0;2;0;0;0;5;3;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;1;10;6;0;3;5;3;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;46;1;1;3;2;0;15;2;2;8;0;3;2;2;0;0;0;5;5;1;3;1;12;0;11;4;5;4;2;2;18;8;5;0;3;5;4;2;4;3;2;2;2;0;0;1;1;1;0;2;1;2;0;1;1;0;1;3;3;0;0;0;4;0;3;3;0
40992-6400;insucesso;0;0;0;0;29;0;0;0;0;2;0;0;1;1;2;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;0;0;0;0;0;1;3;0;0;0;0;4;0;3;7;0;0;0;0;3;0;1;1;0;1;1;0;1;0;0;0;0;0;9;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;2;0;18;0;0;3;2;1;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;5;0;4;0;2;2;0;0;4;1;0;0;0;2;1;0;2;1;0;0;0;2;2;0;0;0;0;2;0;0;1;0;0;0;0;1;1;1;0;0;5;0;1;1;1
41089-6400;SUCESSO;2;1;1;1;30;2;0;0;0;3;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;16;3;1;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;10;1;1;1;2;0;1;2;1;1;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;6;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;0;0;0;0;32;0;7;1;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;1;1;2;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0
