IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>45>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>7>6>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>48>;30>31>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>43>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;43>;43>14>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;43>44>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>14>43>44>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>14>43>;44>44>14>43>44>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>14>;44>44>44>44>44>44>;44>44>44>44>44>44>14>;44>44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;5>5>5>;6>;6>14>;6>6>;6>6>6>;6>6>6>6>;6>6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;7>7>;8>;8>7>
22977-4434;insucesso;1;0;1;0;49;0;0;6;2;0;0;0;14;0;6;0;3;0;1;0;3;3;1;0;0;14;8;6;3;2;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;2;2;0;0;0;0;11;1;1;0;5;0;3;0;0;0;0;0;0;0;1;0;0;10;0;0;0;6;0;4;2;1;0;0;0;3;1;0;0;0;0;0;0;21;6;3;2;9;0;6;4;2;0;0;1;0;0;0;0;4;2;0;3;2;0;1;0;0;0;26;2;2;5;5;0;16;1;5;11;6;4;4;4;2;2;1;3;2;0;0;5;2;3;0;3;0;3;3;2;2;1;5;3;2;1;1;1;0;1;4;2;1;1;1;4;2;4;2;3;2;3;2;1;0;0;1;0;0;0;0;0;0;0;2;0;2;1;1;0;9;0;1;1;0;0;6;3;1;1;1;0;0;0
23182-4433;insucesso;1;0;1;1;4;0;0;0;0;0;2;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23467-4433;SUCESSO;1;0;1;1;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;3;0;0;0;3;0;2;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;10;0;3;2;0;1;3;0;1;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
24082-4603;SUCESSO;1;1;0;0;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0
26930-4433;insucesso;1;1;0;0;21;2;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;0;1;0;0;0;0;0;0;0;0;5;1;0;2;0;0;0;0;0;0;0;0;9;0;0;0;2;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;2;1;0;3;1;1;1;0;0;0;0;0;0;0;1;0;0;0;3;0;2;0;1;0;1;1;1;1;1;3;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;2;1;0;3;0;1;0;0;0;5;0;1;0;2;0;0;0
26940-4435;insucesso;1;0;1;1;79;9;3;9;2;0;1;0;25;6;19;6;0;0;7;6;1;0;1;0;0;19;8;7;2;2;0;4;4;3;0;0;2;2;0;6;2;2;2;0;0;1;1;0;0;0;0;14;1;1;1;4;0;0;0;0;0;0;0;0;1;2;0;1;38;17;7;0;1;0;0;0;0;0;0;0;14;13;0;7;6;0;0;1;49;12;1;5;36;16;1;0;0;0;0;13;11;6;6;0;1;0;2;0;0;1;4;2;2;0;63;0;2;3;0;2;21;2;1;12;4;3;1;1;1;1;1;1;1;0;0;8;1;7;0;5;2;2;1;1;1;1;13;4;1;1;1;1;0;0;8;4;1;1;1;3;1;1;1;1;1;1;1;1;0;0;1;0;0;1;6;3;0;0;2;1;2;4;4;0;7;1;0;0;0;0;9;5;2;2;2;0;1;1
27403-4435;insucesso;1;0;1;1;21;0;0;4;1;0;0;0;4;0;2;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;2;2;0;0;0;0;8;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;1;5;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;26;0;0;0;0;0;3;0;0;1;1;1;0;0;0;0;0;1;1;0;0;2;0;2;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;3;1;0;2;1;0;1;1;1;0;41;3;14;6;3;1;6;0;1;1;1;0;0;0
27455-4434;insucesso;1;0;1;1;21;3;0;3;2;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;1;1;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
27482-4435;insucesso;1;0;1;1;19;1;0;3;1;0;0;0;10;0;7;0;2;0;1;1;3;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;9;1;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;23;2;1;1;10;0;5;4;3;0;0;0;3;3;0;0;0;0;0;3;18;1;0;0;14;0;5;4;4;0;0;2;2;0;0;0;4;3;0;0;0;0;0;0;0;0;17;0;0;1;0;1;6;0;0;4;1;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;0;0;0;0;0;2;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
27512-4435;SUCESSO;1;0;1;1;30;0;0;4;1;0;0;0;12;1;11;0;8;4;0;0;0;0;0;0;0;5;1;1;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;1;1;10;1;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;22;3;2;1;11;0;6;0;0;0;0;0;1;1;0;0;0;0;2;0;24;1;0;0;16;1;9;5;0;0;0;1;1;0;0;2;2;1;0;1;0;0;0;0;0;0;17;0;0;2;0;0;3;0;1;1;1;1;1;0;0;0;0;1;1;0;0;3;0;3;1;2;0;2;1;0;0;0;4;2;1;0;1;1;0;0;2;1;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27553-4434;insucesso;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27586-4435;SUCESSO;1;0;1;1;57;1;1;4;1;1;0;0;22;9;10;2;1;1;4;0;0;0;0;0;0;7;1;1;1;0;0;1;1;0;0;0;5;1;1;6;3;3;0;0;0;3;3;1;0;1;1;7;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;12;7;2;1;2;2;1;1;0;0;0;0;5;5;0;0;0;0;0;1;35;14;3;0;12;5;1;1;1;0;0;5;5;0;0;0;1;0;0;0;0;3;0;0;0;0;18;0;1;1;0;1;6;0;1;4;2;1;1;0;0;0;0;1;0;0;0;4;1;2;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;14;8;0;5;2;1;2;4;4;1;30;0;6;3;2;0;9;4;4;4;1;0;0;0
27616-4435;SUCESSO;1;0;1;1;30;0;0;3;1;0;8;4;10;0;8;0;4;3;1;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;10;1;1;1;1;0;0;0;0;0;0;0;0;0;10;0;5;23;4;0;2;15;3;11;10;8;7;5;4;2;0;0;0;0;0;3;6;16;1;0;0;14;0;9;6;6;5;4;2;0;0;0;0;2;1;0;2;0;1;0;0;0;0;17;1;0;3;0;3;5;0;1;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;8;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
27706-4435;SUCESSO;1;1;0;0;28;0;0;7;0;0;0;0;6;0;1;0;0;0;0;0;1;0;0;0;0;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;1;1;12;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;15;1;1;0;4;0;1;1;1;1;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;28;0;2;1;0;0;7;0;0;3;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27738-4433;SUCESSO;1;1;0;0;29;2;0;5;1;2;0;0;6;0;1;0;1;1;0;0;1;0;0;0;0;8;3;1;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;12;0;0;0;4;2;0;4;0;0;1;1;1;0;0;0;0;15;1;0;1;4;0;4;2;2;2;1;1;3;0;0;0;0;0;2;3;21;0;0;0;11;0;3;3;2;2;2;3;0;0;0;1;6;4;0;4;0;3;0;0;0;0;40;0;1;5;0;2;19;0;4;7;4;2;0;0;0;3;2;4;2;1;1;11;0;7;0;2;0;1;0;0;0;0;23;4;1;0;2;1;0;0;7;1;0;0;0;3;1;2;0;1;0;0;0;0;0;0;1;1;1;0;8;0;3;2;0;0;0;6;4;1;0;0;0;0;0;0;5;0;4;4;0;0;0;0
27760-4434;insucesso;0;0;0;0;8;1;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;1;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;6;0;0;1;0;0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27764-4603;SUCESSO;1;1;0;0;27;0;0;1;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;3;3;1;1;0;0;3;1;0;0;0;0;0;0;3;1;0;0;0;0;2;2;1;0;0;0;5;0;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;13;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;27;0;0;1;0;0;11;0;1;4;3;2;0;0;0;0;0;0;0;0;0;7;3;1;0;0;0;0;0;0;0;0;18;2;0;0;1;1;0;0;6;1;0;0;0;3;0;2;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;4;2;0;5;0;4;4;4;4;3;0;1;0;0;0;0;0
27781-4434;insucesso;1;0;1;1;9;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;12;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27820-4603;insucesso;0;0;0;0;9;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0;1;1;0;0;4;0;4;0;1;1;0;0;0;0;0;8;1;0;0;0;0;0;0;3;1;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27889-4434;insucesso;1;0;1;0;16;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;0;0;0;0;2;1;0;0;1;1;0;2;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1
27995-4435;SUCESSO;1;1;0;0;32;0;0;6;1;0;0;0;6;0;4;0;1;0;0;0;1;0;0;0;0;12;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;1;1;1;12;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;38;3;0;1;20;2;10;5;3;2;1;1;1;1;1;0;0;0;5;2;21;0;0;0;15;0;7;4;2;2;2;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;42;0;1;5;0;2;12;0;1;3;1;1;0;0;0;0;0;2;2;1;1;5;0;5;0;3;0;3;0;0;0;0;11;3;1;0;0;0;0;0;5;2;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;1;1;0;10;0;1;7;1;1;1;1;1;0;16;0;4;1;0;0;4;0;1;1;1;0;0;0
28043-4435;SUCESSO;1;0;1;1;13;1;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;1;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;7;0;0;2;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28092-4434;SUCESSO;1;1;1;1;27;2;0;2;1;0;0;0;4;1;3;2;0;0;1;0;0;0;0;0;0;10;3;1;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;4;1;1;1;3;1;1;0;0;0;1;1;1;0;0;0;0;6;2;1;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;7;2;1;0;6;2;1;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;1;0;0;0;16;0;2;1;0;1;5;1;1;1;0;0;0;0;0;0;0;1;1;0;0;4;1;4;0;1;0;1;0;0;0;0;12;3;1;0;2;2;0;0;2;2;0;0;0;2;2;1;1;0;0;0;0;0;0;0;1;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28101-4434;insucesso;1;0;1;1;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28146-4435;insucesso;1;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28173-4433;insucesso;2;1;1;0;33;3;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2;0;0;3;0;1;1;1;1;0;0;0;0;4;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;17;0;1;1;0;0;5;1;0;1;0;0;0;0;0;0;0;1;1;0;0;5;0;4;1;2;0;2;2;1;1;1;8;3;0;0;0;0;0;0;5;1;0;0;0;3;1;3;1;1;1;1;1;1;1;0;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28835-4435;SUCESSO;1;0;1;1;11;2;0;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;4;0;0;0;3;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30492-4433;insucesso;1;1;0;0;51;1;0;4;1;0;0;0;8;1;2;1;0;0;0;0;2;0;0;0;0;8;3;1;0;0;1;3;3;2;2;0;0;1;0;1;0;0;0;3;3;3;3;0;0;0;0;8;0;0;0;2;0;0;0;0;0;1;1;1;0;1;0;0;10;2;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;20;7;1;1;6;1;2;1;1;0;0;0;0;0;0;0;5;1;0;1;1;0;0;0;0;0;30;2;1;4;1;1;13;0;1;3;1;1;0;0;0;1;1;3;3;0;0;12;0;10;1;4;0;4;1;0;0;0;13;7;2;1;1;1;0;1;6;3;2;0;0;4;3;1;1;0;0;0;0;0;3;3;1;1;1;0;2;0;0;0;3;1;2;0;0;0;33;2;20;10;6;4;7;1;0;0;3;0;3;3
30586-4434;SUCESSO;1;1;0;0;13;1;0;3;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;2;1;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;4;1;1;0;0;0;1;1;1;0;1;1;0;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;1;0;1;3;0;1;1;1;0;0;0;0;1;1;1;1;1;1;5;0;2;0;2;0;1;1;0;0;0;2;1;0;0;0;0;0;0;2;1;0;0;0;1;0;1;0;0;0;0;0;0;2;2;1;1;1;0;1;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
30588-4435;insucesso;1;0;1;1;10;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;2;0;0;5;0;5;0;0;0;0;0;0;0;0;11;1;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
